SPECTRUM - MS,
lav_QC_8.RAW,
FTMS + p ESI Full ms [50.00-1000.00],
Scan #: 1-36,
RT: 0.01-1.97,
AV: 36,
m/z,Intensity

50.0005,17.5
50.0062,17.6
50.008,24.9
50.0142,39.4
50.0201,18.9
50.023,19.7
50.0299,17.6
50.033,19.8
50.0343,18
50.036,19.7
50.0424,29.6
50.0543,29.8
50.055,22.8
50.0583,18.1
50.0607,16.3
50.0638,20.3
50.0778,19.2
50.0814,19.9
50.0887,21
50.0966,19.2
50.0982,20.4
50.1005,19.3
50.1067,30.2
50.1123,24.9
50.1221,31.3
50.1271,18.6
50.1507,18.5
50.1537,43.8
50.1608,18.9
50.162,40.7
50.1662,21.2
50.177,26.1
50.1857,19.9
50.1954,31.5
50.2036,20.2
50.237,18
50.2515,23.5
50.257,17.5
50.2572,16.2
50.2589,18.7
50.2642,16.5
50.2644,27.2
50.2743,18
50.2863,34.9
50.3029,21.3
50.3234,30.1
50.3235,30.8
50.3237,17.6
50.3257,19.1
50.3341,18.1
50.345,21.1
50.3489,21.7
50.3513,28
50.3619,19.2
50.365,21.4
50.3849,18.8
50.3914,26.3
50.409,18.3
50.4302,17.9
50.4399,29.7
50.4776,19.7
50.4868,17
50.4971,17.9
50.5202,35.5
50.5204,30.6
50.5205,23.1
50.5216,19.2
50.5253,15.1
50.5309,17.7
50.534,17.7
50.5382,19
50.5671,17.6
50.572,19.9
50.5916,19
50.5936,21.7
50.6251,18.3
50.6311,22.9
50.6395,18.5
50.6447,18.1
50.6541,19.9
50.6612,22
50.6659,24
50.6681,19.5
50.7034,23.7
50.7107,16.8
50.7189,19.1
50.7299,21.8
50.732,35.6
50.7344,18.7
50.7359,19.4
50.7427,25.4
50.7495,20.7
50.7529,17.1
50.7705,18.6
50.7788,21
50.7963,18.9
50.7983,20.3
50.8015,18.9
50.817,18.7
50.8303,19.9
50.8951,17.4
50.9104,19.1
50.9204,18.1
50.9327,22.1
50.944,30.2
50.9483,19.3
50.9513,46
50.9543,18
50.9981,21.8
51.0053,22.4
51.0158,19.5
51.0169,18.3
51.0218,37.2
51.022,38.3
51.0452,26.5
51.05,19.9
51.0661,19.5
51.07,23
51.095,20.9
51.1064,22.6
51.1066,28.6
51.1088,22.7
51.1117,20.2
51.1128,19.4
51.1191,17.7
51.1399,28.5
51.1404,23.2
51.1518,19.3
51.1625,21.2
51.1637,17.4
51.1802,19.9
51.1835,16.9
51.1876,20.2
51.1877,24.9
51.2032,17.1
51.2146,16.7
51.2468,20
51.2483,19.1
51.2708,21.8
51.2759,19.7
51.2815,18.3
51.2858,30.2
51.2893,19.8
51.2972,32.5
51.3065,19
51.3137,17.6
51.3496,18.4
51.3497,19.4
51.3498,20.4
51.3511,22.1
51.3551,18.5
51.356,25.6
51.3655,20.8
51.3746,20.5
51.3907,18.8
51.401,18.4
51.4039,18.7
51.4422,19.3
51.4496,16.8
51.4649,28.8
51.489,23.2
51.5062,20
51.519,17.3
51.5294,18.9
51.5358,31.7
51.5647,19.6
51.5772,20.7
51.5832,17.5
51.5979,18.4
51.6003,19.9
51.6077,19.8
51.6095,20.4
51.6273,20.5
51.6396,18.7
51.6399,18.1
51.6468,18.6
51.6541,18.9
51.6559,16.9
51.6599,19.7
51.674,18.1
51.6877,18.3
51.6905,32.4
51.6934,29.2
51.699,17.5
51.7071,27.1
51.7144,19.5
51.7152,20.9
51.7329,18.1
51.7387,19.8
51.74,21.4
51.759,18.1
51.7731,17.7
51.7812,23
51.8049,23.1
51.8103,22
51.8334,17.2
51.8532,19.4
51.8677,26.5
51.889,26.7
51.8898,19.9
51.9028,18.2
51.9153,17.2
51.9228,16.4
51.9302,18.5
51.931,33.1
51.9492,18
51.9595,18.9
51.9632,18.7
51.9644,18.1
51.9678,29.1
51.9704,18.9
52.0077,18.7
52.0287,33.3
52.0298,22.4
52.031,24.5
52.0415,21.2
52.0427,22.4
52.0498,22.8
52.0655,22.5
52.0796,20.9
52.1875,19
52.1949,18.2
52.2025,20.5
52.2138,18
52.2203,18
52.2208,21.4
52.2299,22
52.2383,30.7
52.2481,19.4
52.2516,16.8
52.2785,17.3
52.3062,19
52.312,19.9
52.3128,25
52.3146,24.9
52.3173,24
52.3187,17.7
52.3269,49.9
52.3737,18.4
52.3841,19.2
52.4083,21.1
52.4108,20.5
52.472,20.8
52.4756,20.4
52.4848,28.9
52.4935,17.2
52.5035,18.5
52.515,17.1
52.5189,20
52.5351,19.1
52.5373,19.1
52.5484,22
52.5521,16.7
52.5532,17.9
52.5576,20.1
52.5632,32.9
52.5701,17.3
52.6001,17
52.6039,16.4
52.6074,16.2
52.6102,26.2
52.6123,25.7
52.6182,21.3
52.6269,21.1
52.6407,24.9
52.6653,28.9
52.6701,19.6
52.6832,19.3
52.6905,17.4
52.7149,28.3
52.7244,18.4
52.7568,19.5
52.7632,30.9
52.765,24.4
52.7661,19.5
52.7788,21.5
52.7977,20.1
52.7993,29
52.801,49.7
52.8019,61.4
52.8021,138.4
